b:12,ΗΜΕΡΑ,l:Πέμπτη
b:12,ΕΝΑΡΞΗ,l:11:00
b:12,ΛΗΞΗ,l:13:00
b:12,ΜΑΘΗΜΑ,u:Αποθήκες
b:12,ΑΙΘΟΥΣΑ,u:Αιθ.1
b:12,ΔΙΔΑΣΚΩΝ,u:Θ. ΕΞΑΡΧΟΣ
b:13,ΗΜΕΡΑ,l:Πέμπτη
b:13,ΕΝΑΡΞΗ,l:13:00
b:13,ΛΗΞΗ,l:15:00
b:13,ΜΑΘΗΜΑ,u:Κοινωνικός και
b:13,ΑΙΘΟΥΣΑ,u:Εργ.Αρε
b:13,ΔΙΔΑΣΚΩΝ,u:Μ. ΣΤΕΦΑΝΙΔΑΚΗΣ
b:14,ΗΜΕΡΑ,l:Πέμπτη
b:14,ΕΝΑΡΞΗ,l:15:00
b:14,ΛΗΞΗ,l:17:00
b:14,ΜΑΘΗΜΑ,u:Στρατηγική και
b:14,ΑΙΘΟΥΣΑ,u:Αιθ.1
b:14,ΔΙΔΑΣΚΩΝ,u:Α. ΠΑΤΕΛΗ
b:15,ΗΜΕΡΑ,l:Πέμπτη
b:15,ΕΝΑΡΞΗ,l:17:00
b:15,ΛΗΞΗ,l:19:00
b:15,ΜΑΘΗΜΑ,u:Αποθήκες
b:15,ΑΙΘΟΥΣΑ,u:Εργ.Αρε
b:15,ΔΙΔΑΣΚΩΝ,u:Ι. ΚΑΡΥΔΗΣ
b:16,ΗΜΕΡΑ,l:Πέμπτη
b:16,ΕΝΑΡΞΗ,l:19:00
b:16,ΛΗΞΗ,l:21:00
b:16,ΜΑΘΗΜΑ,u:Έξυπνα
b:16,ΑΙΘΟΥΣΑ,u:Αιθ.2
b:16,ΔΙΔΑΣΚΩΝ,u:Κ.ΧΩΡ
b:17,ΗΜΕΡΑ,l:Παρασκευή
b:17,ΕΝΑΡΞΗ,l:19:00
b:17,ΛΗΞΗ,l:21:00
b:17,ΜΑΘΗΜΑ,u:Έξυπνα
b:17,ΑΙΘΟΥΣΑ,u:Αιθ.2
b:17,ΔΙΔΑΣΚΩΝ,u:Κ.ΧΩΡ
